Employeer ID,Employeer Name,Employement Status,job title,length of employement,isCurrent Job,ratingCarrerOpportunities,ratingBusinessoutlook,ratingCEO,ratingCompensationand Benefits,ratingCulutreand Values,ratingDiversity and Inclusion,rating Overall,ratingSeniorleadership,rating worklifebalance,countHelpful,countNothelpful,summary,Cons,pros,reviewdate,reviewtime,city,state
5224839,JPMorganChase,REGULAR,Private Client Banker,4,TRUE,4,POSITIVE,APPROVE,4,4,4,4,3,3,0,0,Great Place to Work,Hours are not very flexible (bank hours) and working Saturdays are required,Lots of opportunity for growth and advancement. They provide lots of resources including on-going training to help you progress your career. The benefits are also very good,29-05-2025,01:23:00,Madison,WI
5224839,JPMorganChase,REGULAR,Account Specialist,1,FALSE,0,,DISAPPROVE,0,0,0,1,0,0,0,0,"I wish I could recommend, but I can't","They will consider themselves as non-micromanaging but there is enough micromanagement in the performance metrics. You could try to do right by the company and do your best effort, still not enough and will get documented and/or put on Performance Coaching in a very unforgiving way and for petty things that can be worked on. Just when you feel you've had enough they add more pressure into your day. In the end, you are just a metric number rather than a human looking for professional growth.",Structured corporation with many benefits outside of core work duties.,12-05-2025,21:39:00,Lake Mary,FL
5224839,JPMorganChase,REGULAR,VP Product Management,2,FALSE,4,POSITIVE,APPROVE,4,3,0,3,3,3,0,0,Not bad but very political,Political and caters to people who play the game,Good salary and smart colleagues,30-05-2025,19:49:00,Jersey City,NJ
5224839,JPMorganChase,REGULAR,Infrastructure Engineer,20,FALSE,4,POSITIVE,DISAPPROVE,4,3,3,3,1,3,0,0,Good place to work,"* RTTO has been handled extremely poorly since post-covid leading up to 5 days a week.
* Company tries so hard to be a tech company, and yet doesn't give much flexibility towards WFH. 
* Central Technology teams are incapable of creating solutions at scale. Has completely butchered AWS and is going to be the largest tech debt few years down.
* Central Technology big time hinders creativity and tries to block every competitive effort they can. Its their way or the highway, and their way is full of bumps and potholes and sometimes open mainhole covers that will make you fall down though streams of sewage.
*","Decent place to work. Stayed here 15 years.
It was the best place to work during Covid lockdown. Company took care of people.

Because of all the cons mentioned below, those who are willing to put up with this, will have a job and will have a comfortable job.

Inspite of appearing like a tech company, it largely functions top down. The people at lower levels get told what to do and sometimes there's a big disconnect.",19-03-2025,17:57:00,Jersey City,NJ
5224839,JPMorganChase,REGULAR,Vice President,20,FALSE,5,POSITIVE,DISAPPROVE,3,3,4,3,1,1,1,0,A great place to learn but they will use you at the drop of a hat,"They do not care about you. At all. Trust this. Get what you want from them. Do not give them your loyalty. You will get none back.
The bureaucracy will treach you but it can also break you.
Management violated the ADA at least 3 documentable times within 12 months when dealing with one of my employees. I got told to stop escalating these issues rather than anyone addressing the problems.
Leadership tried to claw back a bonus from a top-rated employee because he was dying and retiring to die in the first quarter. (Not hyperbole)","You will get an advanced education in Corporate America and Risk Mitigation.
Pay is good. Bonus is a joke. No stock awards for most employees.
You cannot beat the experience",08-04-2025,12:19:00,Columbus,OH
5224839,JPMorganChase,REGULAR,Private Client Banker,2,TRUE,4,POSITIVE,APPROVE,5,4,5,4,3,5,0,0,Good Job with potential to grow,Management pushes widgety features on the app that's how their incentive structure is based.,"Decent incentive, good work-life balance",29-05-2025,08:23:00,Upper East Side,
5224839,JPMorganChase,REGULAR,Relationship Banker,1,FALSE,5,POSITIVE,APPROVE,5,3,5,4,4,4,0,0,Great Company,"management isn't always aware of the best way to direct your efforts. And more than half of them won't fully understand your job because they probably never worked it. The company does have a very ""corporate"" culture.","Great work/life balance if you don't mind putting in weekends. A lot of PTO and sick days. There is a pathway to advancement, and the raises are very real. Most everything is performance driven, so you if you show up and put in your best, you'll get the best",15-05-2025,18:48:00,San Antonio,TX
5224839,JPMorganChase,REGULAR,Relationship Banker,1,FALSE,5,POSITIVE,APPROVE,5,3,5,4,4,4,0,0,Great Company,"management isn't always aware of the best way to direct your efforts. And more than half of them won't fully understand your job because they probably never worked it. The company does have a very ""corporate"" culture.","Great work/life balance if you don't mind putting in weekends. A lot of PTO and sick days. There is a pathway to advancement, and the raises are very real. Most everything is performance driven, so you if you show up and put in your best, you'll get the best",15-05-2025,18:48:00,San Antonio,TX
5224839,JPMorganChase,REGULAR,Senior Software Engineer,0,TRUE,3,POSITIVE,DISAPPROVE,3,3,3,3,3,3,0,0,Not bad if you have a good manager,#NAME?,#NAME?,30-05-2025,04:42:00,New York,NY
5224839,JPMorganChase,REGULAR,Product Manager,4,TRUE,3,NEGATIVE,DISAPPROVE,2,4,4,3,2,5,0,0,Mid-,"Lower Comps
Jaimie is the issue","Stability
Good Work Life Balance",29-05-2025,10:51:00,New York,NY
5224839,JPMorganChase,REGULAR,Software Engineer,2,TRUE,0,,,0,0,0,5,0,0,0,0,Good experience,Can be a little behind on tech stack,"Employees have been kind, environment has been stable",29-05-2025,20:12:00,Wilmington,DE
5224839,JPMorganChase,REGULAR,Relationship Banker,0,TRUE,0,,,0,0,0,5,0,0,0,0,Great place to work,No cons yet for me,Great support system and work-live balance,30-05-2025,03:44:00,Richmond,VA
5224839,JPMorganChase,REGULAR,Sr. Business Process Manager,20,FALSE,3,NEGATIVE,APPROVE,3,2,2,3,3,2,0,0,Sr. Business Process Manager,Too many reorganizations and layoffs - you never have a sense of job security working for this company.,JP Morgan provides many opportunities to move to different positions/fields/lines of business within the company. Career advancement opportunities can be available for high-level performers.,15-05-2025,18:01:00,Columbus,OH
5224839,JPMorganChase,REGULAR,Loan Originator,6,TRUE,5,POSITIVE,APPROVE,5,4,5,5,5,0,0,0,Good company,No real cons to speak of,Stable company good people solid pay,29-05-2025,17:54:00,New York,NY
5224839,JPMorganChase,REGULAR,Data Analyst,0,TRUE,0,,,0,0,0,5,0,0,0,0,baasckj,work load is similar as other companies,it is very good company,30-05-2025,07:15:00,Denton,TX
5224839,JPMorganChase,PART_TIME,Associate Banker,1,TRUE,0,,,0,0,0,5,0,0,0,0,Teller,You have to remember a lot of rules working in bank.,just normal customer service. Generous benefits,29-05-2025,08:24:00,Jacksonville,FL
5224839,JPMorganChase,REGULAR,Senior Product Manager,0,TRUE,0,,,0,0,0,3,0,0,0,0,No work from home sucks,Wfh we don’t have it anymore,Good company but the WFH flexibility has gone down hill,28-05-2025,12:42:00,Dallas,TX
5224839,JPMorganChase,REGULAR,Liquidity Analyst,0,TRUE,3,,,5,5,5,5,5,3,0,0,analyst,its in delaware so gets a little boring in the town,"love it, super educational and opportunities",29-05-2025,06:48:00,Delaware,OH
5224839,JPMorganChase,PART_TIME,Devops Intern,1,TRUE,0,POSITIVE,APPROVE,0,0,0,5,0,0,0,0,Great experience,None that I can think of,Had a great time with this position and learned alot,29-05-2025,07:02:00,New York,NY
5224839,JPMorganChase,REGULAR,Software Engineer,0,TRUE,0,,,0,0,0,4,0,0,0,0,developer,nothing that comes to mind,good job with great benefits,30-05-2025,08:30:00,Plano,TX
5224839,JPMorganChase,REGULAR,Software Engineer III,1,TRUE,0,POSITIVE,NO_OPINION,0,0,0,4,0,0,0,0,Solid if you want to settle down,"Not much ambition, the tech is old and you won't learn much, the projects are mostly meaningless and overengineered because of compliance, paperwork slows everything down to a crawl","Solid culture of respect in the office, at least for engineers
Good growth opportunity, promotions happen maybe too easily",21-05-2025,14:15:00,Columbus,OH
5224839,JPMorganChase,REGULAR,Product Manager,2,TRUE,5,NEUTRAL,NO_OPINION,5,5,5,5,5,5,0,0,The best,Return back to work for 5 days.,Excellent work life balance in the office.,28-05-2025,21:04:00,Jersey City,NJ
5224839,JPMorganChase,REGULAR,Investment Professional,0,TRUE,3,,,0,0,0,5,0,0,0,0,Good place to work,Must pass in order to suceeed,Paid time to study time,29-05-2025,10:38:00,San Antonio,TX
5224839,JPMorganChase,REGULAR,Senior Associate,0,TRUE,0,,,0,0,0,5,0,0,0,0,Good mobility,"Return to office for 5 days a week, and lack of pay difference when you move into new roles",Good upward mobility and skill building,27-05-2025,11:07:00,Chicago,IL
5224839,JPMorganChase,REGULAR,Software Engineer,2,TRUE,5,,,5,5,5,4,5,5,0,0,Software Engineer Review,#NAME?,#NAME?,28-05-2025,13:32:00,Plano,TX
5224839,JPMorganChase,REGULAR,Shareholder Services Analyst,0,FALSE,3,,,2,4,3,3,3,2,0,0,Good Team,Unachievable call stat expectations with below average pay,Strong team focus on helping clients,29-05-2025,09:57:00,Columbus,OH
5224839,JPMorganChase,REGULAR,Shareholder Services Analyst,0,FALSE,3,,,2,4,3,3,3,2,0,0,Good Team,Unachievable call stat expectations with below average pay,Strong team focus on helping clients,29-05-2025,09:57:00,Columbus,OH
5224839,JPMorganChase,REGULAR,Site Reliability Engineer,4,FALSE,4,,,4,5,5,4,5,5,0,0,SRE Interview Experience,"There was a small coding demo where I had to prove I knew Python. Not really a con, but something to be mindful of.","The interview process was very conversational for the most part. I was mainly asked about my experience with Python and HTML, how I act under pressure and in a collaborative environment, and my willingness to learn new things.",18-05-2025,09:20:00,Chicago,IL
5224839,JPMorganChase,REGULAR,Software Engineer II,4,TRUE,4,NEUTRAL,DISAPPROVE,4,1,4,2,2,3,0,0,Decent Job; Tone deaf CEO,"CEO and leadership completely disconnected from employees
Above group continuously denigrates and insults the intelligence of their employees through overt lies or by withholding the truth behind their intentions.
Lies told to employees about whether full-time RTO mandate was going to be given out after a leak.","Work is relatively easy and systems are straightforward
Work life balance can be good depending on individual team
Good amount of time off
Flexibility (depends on team and direct manager)",30-04-2025,14:23:00,Columbus,OH
5224839,JPMorganChase,PART_TIME,Part Time Associate Banker,1,TRUE,3,POSITIVE,APPROVE,3,3,4,3,3,3,2,0,Working At A Bank Does Not Mean You Are Making Bank,"Requires full-time availability for part-time schedule and pay. 
Full-time work potential is only available for management type and licensed banker positions, which are usually reserved for senior internal candidates. 
If you can hold out on the lower income until you are promoted, than it's worth it, but otherwise you will have to find a second job. 
Pay is not sufficient to keep up with inflation and the normal costs of living in today's economy. 
Schedules change every week and sometimes last second. 
Working with customers regarding their money can be very tense, so make sure your mental health and self-soothing habits are on point. 
You will have to deal with all kinds of people, all the time. Think of it like in-person call center conversations meets speed dating.","Great growth potential if you actively search for it and are willing to study like you are in college (SIE and FINRA licensing). 
Continuing education sometimes covered up to 100% by company.
Lots of great skills to learn that will build your resume and financial literacy.
You will develop your own personal customer service voice and style.
Health, Dental, Vision, 401k Benefits.
Building relationships with your favorite regulars makes work enjoyable.",17-02-2025,08:42:00,Orlando,FL
5224839,JPMorganChase,REGULAR,Private Client Banker,2,TRUE,5,POSITIVE,APPROVE,5,5,5,5,5,5,0,0,"Great place to work,",It a great company to start your career. Has good opportunities to make additional pay through sales commitments,"good benefits, good bonuses, opportunities to grow",26-05-2025,09:03:00,Astoria,NY
5224839,JPMorganChase,REGULAR,Senior Quantitative Analyst,2,TRUE,5,,,5,0,0,4,0,0,0,0,Great,Nothing to comment about this,"Its a great company to work with, very secure job",27-05-2025,16:31:00,New York,NY
5224839,JPMorganChase,REGULAR,Vice President - Branch Manager,4,FALSE,2,NEGATIVE,DISAPPROVE,3,4,4,3,2,1,0,0,It's okay,"Bonuses, raises and promotions all depend on if your Market Director likes you or not. Furthermore, you get no support when it comes to insubordinate team members. Your team can continuously disrespect you and call HR to make false claims, and they will terminate you without coaching or even a written warning. The manager ends up being fired just so that the company can retain the lower level employees.","The salary is great, you get a little freedom, off on holidays, the bonuses could be great if your manager likes you, etc.",14-04-2025,12:30:00,Stockbridge,GA
5224839,JPMorganChase,REGULAR,Software Engineer,2,TRUE,4,,,3,3,4,3,4,2,0,0,Good experience but very stressful,You will constantly be busy and the work more often then not is unfulfilling. You will be nagged by managers to get your work done and sometimes managers from other teams who have no idea what is actually required.,"You are exposed to a plethora of technologies, but unless you are willing to stay for 3-5 years, you will never be able to fully understand the code base. Great experience for learning new technologies and integrating yourself within the finance space as well.",08-05-2025,07:44:00,Houston,TX
5224839,JPMorganChase,REGULAR,Big Data Engineer,0,TRUE,0,,,0,0,0,4,0,0,0,0,Data engineer role review,i dont find any difficulties,"1. good experience
2. good salary",27-05-2025,18:09:00,Los Angeles,CA
5224839,JPMorganChase,REGULAR,Quantitative Researcher,0,TRUE,0,,,0,0,0,4,0,0,0,0,Good,Return to office for 5 days,"Flexibility, learning, good leaders in key positions",27-05-2025,19:58:00,New York,NY
5224839,JPMorganChase,REGULAR,Software Engineer III,1,TRUE,4,POSITIVE,DISAPPROVE,4,2,2,3,2,1,0,0,"Slow processes, disregard for employee experience","All deployments, code repositories, etc. are wrapped in several layers of process that make any change a time-consuming process.

Unilaterally changed from a hybrid work schedule to all in-office and uses badge-in times to measure when you are in-office and for how long.",Chase provides a stable job and works hard to use the latest technologies and will pay for relevant certifications,02-05-2025,15:33:00,Plano,TX
5224839,JPMorganChase,REGULAR,Solutions Architect,4,TRUE,3,NEGATIVE,APPROVE,4,3,4,3,3,3,2,0,Like Grains of Sand,"It is easy to get lost in such a large company, just like one more grain of sand on the beach. The competition is fierce. Meaning, it's hard to stand out when you're surrounded by rockstars. We are returning to the office 5 days a week. I think most of us knew this was coming, but most of us hoped it wouldn't.",Working for a behemoth like JPMC certainly has its perks. I appreciate the instant name recognition of working at such a well-known firm. Having a health clinic on my campus is a great perk. JPMC draws some of the brightest people I have ever worked with. Even the interns are top-notch. Salaries and benefits are competitive. There are many intangible benefits that make it a good place to work.,24-01-2025,10:18:00,Plano,TX
5224839,JPMorganChase,REGULAR,Associate,4,FALSE,3,NEGATIVE,NO_OPINION,2,2,5,2,1,3,0,0,Credit Risk Middle Office - Completely Disconnected,"Micromanagement
Gender Pay Gap
Training on actual day to day operations is a disaster
Reactive environment in a risk business
Focus is on numbers on a chart, not on actual business results
Senior Management completely disconnected and condescending to low level team members. 
Expectation goal posts are moved consistently and without warning","Low Level team members are agile, friendly and efficient 
Work Facilities are best in class
DE&amp;I (now DE&amp;O) is still a priority
Training Resources for Tableau, Alteryx, etc are widely available.",02-05-2025,09:19:00,Newark,DE
5224839,JPMorganChase,REGULAR,Communications Analyst,2,FALSE,2,,DISAPPROVE,4,1,2,1,2,3,0,0,All for show- no substance,"I’m not even sure where to begin. My experience at JPMorgan (outside of the banking sector) was a complete mismatch for someone seeking purpose, mentorship, or even basic professional development.

From being racially profiled in the office cafeteria to navigating an analyst program that felt wildly disorganized, the environment was disappointing on every level. I was recruited under the impression that I’d be writing for the company intranet and helping plan events. Instead, I spent most days staring blankly at my screen from 9 to 5, with little to no direction. My manager? Completely unapproachable—she often scheduled 1-on-1s and simply wouldn’t show up.

The culture was… performative, to say the least. It was bizarre how many people seemed to be pretending to stay busy, and that felt more dystopian than professional. I gained almost no transferable skills during my time there, and felt like I was slowly wasting away.

If you’re a driven, ambitious recent grad hoping to break into the industry through this kind of corporate role—rethink it. If it’s your only offer, stack your money, make your connections, and leave as soon as you can. There’s no real substance here. Since leaving, I’ve been working on tangible projects that reflect my passions and finally feel like I’m building something meaningful.

That shouldn’t be too much to ask.","The biggest pro of this role was the compensation. I started at $80,000 with a solid sign-on bonus and received a $6,000 annual performance bonus, leaving at $85,000. After taxes as a single person in NYC, I took home a little over $60,000—which, while tight for the cost of living in New York, was still more than many of my peers in other industries.

I was also fortunate to be part of a truly incredible analyst cohort—some of the most brilliant, talented, and supportive people I’ve ever met. Many of us remain close to this day, and I’m grateful for the friendships and shared experiences that came out of it.

At the time, hybrid work made the day-to-day more manageable (only 3 days in office), but now that the role is fully in-person, that same salary doesn’t stretch nearly as far according to my friends who are still there.

The truth is, having JPMorgan on your résumé does hold weight. It opens doors, creates networking opportunities, and gives you solid lore for your post-grad chapter—especially if you’re new to NYC. But while the name carries prestige, don’t let it blind you. If this world doesn’t align with who you are or what you want, don’t let the praise from others keep you from finding the path that actually fits.",13-05-2025,19:27:00,New York,NY
5224839,JPMorganChase,REGULAR,Private Client Banker,4,TRUE,5,POSITIVE,APPROVE,4,5,5,5,3,4,0,0,Great Entry Level,"Limited discretion because of lot of red tapes and controls in place, no company sponsored foods or snacks for CCB retail employees, a lot of things are at BM hands, so if your BM likes you, you get a lot of businesses, fast promotion, and less micro management.","Great training Program, ample study time, good base pay, guaranteed 1st year commission, benefits are unmatched with competing banks, (BOFA and Wells not even near), sound company image for WM sales, great product for almost everyone",11-04-2025,00:04:00,Berkeley,CA
5224839,JPMorganChase,REGULAR,Software Engineer,0,TRUE,4,,,4,3,3,4,3,4,0,0,Not a bad place to work,Not enought exploratory of research work,Great work life balance and opportunities,25-05-2025,20:02:00,Columbus,OH
5224839,JPMorganChase,PART_TIME,Associate Banker - ME,2,FALSE,2,,,3,3,2,2,1,2,0,0,Good luck,"Pay is not worth the stress, management is not the best, company cares more about reputation than employees","Good insurance, okay events, and alright coworkers",23-05-2025,14:02:00,Las Vegas,NV
5224839,JPMorganChase,REGULAR,Private Bank Analyst,0,TRUE,5,,,0,0,0,3,0,0,0,0,required,siloed teams and lots of bureaucracy,A strong starting firm for all,26-05-2025,15:57:00,Seattle,WA
5224839,JPMorganChase,REGULAR,Senior Associate,0,TRUE,0,,,0,0,0,5,0,0,0,0,senior associate,office can be too hot,resources are really good and nice,26-05-2025,10:22:00,New York,NY
5224839,JPMorganChase,REGULAR,Senior Account Executive,0,TRUE,0,,,0,0,0,5,0,0,0,0,Its a living,Bad management and long hours,Its a job and they pay me money,25-05-2025,06:03:00,Buffalo,NY
5224839,JPMorganChase,REGULAR,Associate Software Engineer,2,FALSE,3,,,3,3,3,3,3,5,0,0,"Comfortable job, until the layoffs","Pay was fine, could make more elsewhere. Very bureaucratic/hierarchical. They have no problem laying off employees","Good WLB, low stress, easy to access office from NYC and NJ",20-05-2025,13:25:00,Jersey City,NJ
5224839,JPMorganChase,REGULAR,Softweare Engineer II,4,TRUE,1,NEGATIVE,DISAPPROVE,2,1,3,1,1,1,0,0,They Don't Care,"If you do get put to work, you're not learning much, you're mostly caught up with bs like maintenance, debugging, legacy code, documenting, re-writing poorly written jiras. Pay isn't enough with inflation. Management tries to squeeze as much out of its employees for as little pay as possible. Hybrid lifestyle is being removed. Terrible work life balance","At first you get to coast if you join the right team. Pay at first was decent for right out of college but with inflation and more work, its not enough.",16-04-2025,02:48:00,Tampa,FL
5224839,JPMorganChase,REGULAR,Customer Service Representative,2,TRUE,3,POSITIVE,APPROVE,3,4,3,3,4,3,0,0,good pay,Poor and lack of communication within teams,Remote opportunities and flexible schedules,24-05-2025,15:41:00,Orlando,FL
5224839,JPMorganChase,REGULAR,Vice President,4,FALSE,5,POSITIVE,APPROVE,3,4,4,5,4,5,0,0,Tries to keep up with technology,Some managers are more interested in making the team do activities to advertise their own ability instead of furthering organizational goals,Tries to keep up with technology as far as a bank goes,18-05-2025,06:05:00,New York,NY
5224839,JPMorganChase,REGULAR,Events Associate,2,TRUE,4,POSITIVE,APPROVE,3,5,3,4,5,4,0,0,Great Leadership,#NAME?,#NAME?,21-05-2025,15:04:00,Washington,DC
5224839,JPMorganChase,REGULAR,Software Engineer III,0,TRUE,4,,,3,2,2,3,2,2,0,0,Corporate Job,"Very corporate, can be easily overworked","Good benefits for health insurance, time off, and discounts",23-05-2025,20:21:00,Plano,TX
5224839,JPMorganChase,REGULAR,Executive Director,20,FALSE,3,POSITIVE,APPROVE,3,4,5,4,5,4,0,0,Great Experience,"* some areas have slow decision making. especially in people matters , leading to loss of top talent and institutional knowledge
* organizational complexity and inefficiencies…typical of complex &amp; large firms","* working with talented colleagues on challenging problems
* some incredible executives who make sound decisions and build robust orgs.
* there’s a level of wisdom pervasive across organizations that maintains high standards of conduct and culture. People instinctively do the right thing under ambiguity and stress.",04-05-2025,02:59:00,Plano,TX
5224839,JPMorganChase,REGULAR,Private Client Banker,0,TRUE,4,,,4,5,3,3,3,5,0,0,P,"Too much compliance and lame sales goals. 
Lack of growth and lots of favortism.",Great place to learn different products and stable pay for new to finance,20-05-2025,22:09:00,San Diego,CA
5224839,JPMorganChase,REGULAR,Financial Advisor,0,FALSE,0,,,0,0,0,4,0,0,0,0,Pros and Cons,"Salary is capped but good raises, cons they make it hard to leave and you have to do whatever they say and do not respond well to feedback","Pro: name brand, company will invest in you if you ask for it,",14-05-2025,17:27:00,San Antonio,TX
5224839,JPMorganChase,REGULAR,Software Engineer II,2,TRUE,4,POSITIVE,DISAPPROVE,4,2,3,4,2,3,0,0,Good for experience and then to move on,"- The 5 day RTO policy was a giant step backwards for employee work life balance.
- Instead of a permanent desk, you have to book one for each day you're in-office. Additionally, they keep track of your in-office percentage, which feels belittling for an adult to concern themselves with.","- Salary hikes have been respectable up to this point and there are bonuses.
- The people I've worked with have all been pretty smart and on top of things.",29-04-2025,05:16:00,Tampa,FL
5224839,JPMorganChase,REGULAR,Executive Director,20,FALSE,4,POSITIVE,NO_OPINION,4,4,0,4,3,4,201,0,"Overall, a great company. I was happy there.","Bureaucracy, often too many obstacles to get things done. Many managers and senior leaders are just not good at what they do. Either not good at managing others or simply not good at leading. A title doesn't = effective leadership. I was blessed to have great colleagues and good managers, but that is not always the case for everyone.","Strong brand, ample training opportunities, great corporate responsibility.",14-06-2017,05:18:00,New York,NY
5224839,JPMorganChase,REGULAR,Relationship Banker,1,TRUE,5,POSITIVE,APPROVE,5,4,5,4,5,4,0,0,Great Career Jumpstart,#NAME?,#NAME?,27-04-2025,13:38:00,Philadelphia,PA
5224839,JPMorganChase,REGULAR,Vice President,20,FALSE,3,,,3,3,3,4,3,3,0,0,Good,Culture and growth opportunity is not that great,"ahead in technology as far as tools being used, great processes etc.",20-05-2025,14:17:00,Jersey City,NJ
